name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms)
東刈谷,34.97741,137.043525,heat,973.242,19.72946,19時間43分46秒
野田新町,34.983526,137.028083,cool,973.116,19.72910,19時間43分45秒
刈谷,34.991156,137.008878,cool,972.960,19.72865,19時間43分43秒
逢妻,34.998215,136.990544,cool,972.838,19.72830,19時間43分42秒
大府,35.008665,136.961727,cool,972.718,19.72796,19時間43分41秒
共和,35.035245,136.954599,cool,970.210,19.72079,19時間43分15秒
南大高,35.055403,136.948244,cool,968.341,19.71542,19時間42分56秒
大高,35.069244,136.940242,cool,967.182,19.71209,19時間42分44秒
笠寺,35.095113,136.926321,cool,964.984,19.70574,19時間42分21秒
熱田,35.130028,136.910502,cool,961.924,19.69687,19時間41分49秒
尾頭橋,35.146981,136.89102,eco,960.846,19.69374,19時間41分37秒
枇杷島,35.198681,136.861816,eco,956.538,19.68115,19時間40分52秒
清洲,35.225406,136.834529,eco,954.745,19.67588,19時間40分33秒
稲沢,35.252994,136.820942,eco,952.393,19.66895,19時間40分8秒
尾張一宮,35.301765,136.797567,eco,948.223,19.65660,19時間39分24秒
名鉄一宮,35.30154,136.797225,heat,948.258,19.65671,19時間39分24秒
木曽川,35.349319,136.780726,eco,943.960,19.64389,19時間38分38秒
西岐阜,35.404664,136.72341,heat,940.379,19.63314,19時間37分59秒
穂積,35.396345,136.693834,cool,942.303,19.63892,19時間38分20秒
大垣,35.367096,136.618288,cool,948.047,19.65608,19時間39分22秒
荒尾(岐阜),35.373454,136.583276,eco,948.697,19.65801,19時間39分29秒
美濃赤坂,35.386677,136.582129,eco,947.398,19.65415,19時間39分15秒
垂井,35.369587,136.531246,eco,951.028,19.66492,19時間39分54秒
関ヶ原,35.363726,136.470451,eco,953.907,19.67342,19時間40分24秒
柏原(滋賀),35.344593,136.402767,cool,958.408,19.68662,19時間41分12秒
近江長岡,35.359307,136.373775,cool,958.033,19.68553,19時間41分8秒
醒ヶ井,35.327664,136.345135,eco,962.321,19.69802,19時間41分53秒
来宮,35.098723,139.065575,cool,907.791,19.53258,19時間31分57秒
伊豆多賀,35.059411,139.066847,cool,912.046,19.54599,19時間32分46秒
網代,35.043545,139.081245,heat,913.507,19.55058,19時間33分2秒
宇佐美,35.005602,139.079778,heat,917.666,19.56358,19時間33分49秒
伊東,34.9747,139.092125,eco,920.807,19.57334,19時間34分24秒
下曽我,35.303554,139.183395,cool,883.319,19.45382,19時間27分14秒
上大井,35.321883,139.163508,cool,881.685,19.44846,19時間26分54秒
相模金子,35.33364,139.150753,cool,880.640,19.44503,19時間26分42秒
松田,35.346843,139.137417,heat,879.450,19.44111,19時間26分28秒
東山北,35.357637,139.10765,heat,878.833,19.43908,19時間26分21秒
山北,35.360808,139.080212,eco,879.008,19.43966,19時間26分23秒
谷峨,35.366561,139.038234,eco,879.192,19.44026,19時間26分25秒
駿河小山,35.359113,138.997689,cool,880.794,19.44554,19時間26分44秒
足柄(静岡),35.332233,138.981687,cool,884.028,19.45614,19時間27分22秒
御殿場,35.299933,138.93424,cool,888.478,19.47065,19時間28分14秒
南御殿場,35.277269,138.925789,cool,891.106,19.47917,19時間28分45秒
富士岡,35.25527,138.91987,cool,893.610,19.48727,19時間29分14秒
岩波,35.21498,138.919296,cool,897.991,19.50137,19時間30分5秒
裾野,35.171372,138.909293,heat,902.921,19.51712,19時間31分2秒
長泉なめり,35.147633,138.899364,heat,905.695,19.52594,19時間31分33秒
下土狩,35.128379,138.895126,heat,907.868,19.53282,19時間31分58秒
大岡,35.116158,138.881988,eco,909.457,19.53784,19時間32分16秒
尾張森岡,34.993826,136.970279,heat,973.967,19.73152,19時間43分53秒
緒川,34.981372,136.971899,heat,975.202,19.73504,19時間44分6秒
石浜,34.967813,136.972932,heat,976.571,19.73892,19時間44分20秒
東浦,34.949574,136.970725,heat,978.532,19.74447,19時間44分40秒
亀崎,34.918986,136.961058,cool,982.021,19.75430,19時間45分15秒
乙川,34.903306,136.941344,cool,984.300,19.76069,19時間45分38秒
半田,34.894167,136.930462,cool,985.608,19.76435,19時間45分52秒
東成岩,34.874279,136.923416,eco,987.902,19.77074,19時間46分15秒
武豊,34.853507,136.921244,eco,990.125,19.77690,19時間46分37秒
小泉,35.349055,137.100421,heat,932.889,19.61047,19時間36分38秒
根本,35.361548,137.090008,heat,931.951,19.60761,19時間36分27秒
姫,35.382004,137.072078,cool,930.448,19.60302,19時間36分11秒
下切,35.393777,137.063734,cool,929.518,19.60018,19時間36分1秒
可児,35.422832,137.055345,eco,926.811,19.59188,19時間35分31秒
新可児,35.423282,137.055622,heat,926.755,19.59171,19時間35分30秒
美濃川合,35.444138,137.045309,eco,924.962,19.58619,19時間35分10秒
八田,35.148973,136.852258,heat,961.979,19.69703,19時間41分49秒
近鉄八田,35.149587,136.854458,cool,961.839,19.69662,19時間41分48秒
春田,35.14318,136.813512,heat,963.920,19.70266,19時間42分10秒
蟹江,35.142071,136.793908,cool,964.719,19.70497,19時間42分18秒
永和,35.13285,136.764325,cool,966.702,19.71070,19時間42分39秒
弥富,35.114026,136.725664,cool,969.994,19.72017,19時間43分13秒
近鉄弥富,35.113634,136.727638,eco,969.964,19.72008,19時間43分12秒
長島,35.098196,136.695751,cool,972.674,19.72784,19時間43分40秒
近鉄長島,35.097721,136.696162,eco,972.708,19.72793,19時間43分41秒
桑名,35.06747,136.683832,eco,976.244,19.73799,19時間44分17秒
西桑名,35.065694,136.684034,eco,976.418,19.73849,19時間44分19秒
朝日,35.033782,136.65803,cool,980.609,19.75033,19時間45分1秒
富田(三重),35.008124,136.653143,cool,983.410,19.75820,19時間45分30秒
富田浜,34.996553,136.65004,cool,984.705,19.76182,19時間45分43秒
四日市,34.962721,136.630168,cool,988.875,19.77344,19時間46分24秒
南四日市,34.941514,136.609662,eco,991.774,19.78147,19時間46分53秒
河原田,34.910684,136.598527,eco,995.327,19.79125,19時間47分28秒
河曲,34.897878,136.568018,eco,997.723,19.79780,19時間47分52秒
加佐登,34.890307,136.529907,eco,999.859,19.80363,19時間48分13秒
井田川,34.868319,136.492658,heat,1003.444,19.81335,19時間48分48秒
亀山(三重),34.850103,136.450451,cool,1006.827,19.82247,19時間49分21秒
関(三重),34.849064,136.394777,cool,1008.957,19.82818,19時間49分41秒
加太(三重),34.842639,136.340305,cool,1011.609,19.83526,19時間50分7秒
柘植,34.846993,136.255704,cool,1014.304,19.84242,19時間50分33秒
新堂,34.821168,136.206507,eco,1018.765,19.85419,19時間51分15秒
佐那具,34.804193,136.163171,eco,1022.116,19.86297,19時間51分47秒
伊賀上野,34.789143,136.122907,heat,1025.163,19.87090,19時間52分15秒
島ヶ原,34.767686,136.054184,heat,1029.950,19.88327,19時間53分0秒
月ヶ瀬口,34.762813,136.023703,heat,1031.611,19.88753,19時間53分15秒
大河原(京都),34.77175,135.987635,heat,1032.101,19.88879,19時間53分20秒
笠置,34.759086,135.934289,cool,1035.445,19.89733,19時間53分50秒
加茂(京都),34.752575,135.869609,cool,1038.629,19.90540,19時間54分19秒
下庄,34.81423,136.479628,cool,1009.441,19.82948,19時間49分46秒
一身田,34.76278,136.49938,cool,1013.999,19.84161,19時間50分30秒
津,34.73422,136.510486,heat,1016.530,19.84831,19時間50分54秒
阿漕,34.703554,136.50434,cool,1019.891,19.85715,19時間51分26秒
高茶屋,34.667277,136.51256,cool,1023.322,19.86611,19時間51分58秒
六軒(三重),34.617494,136.507574,cool,1028.607,19.87981,19時間52分47秒
松阪,34.577053,136.535801,cool,1031.776,19.88796,19時間53分17秒
徳和,34.554016,136.553519,cool,1033.531,19.89245,19時間53分33秒
多気,34.516318,136.572777,cool,1036.749,19.90064,19時間54分2秒
相可,34.502725,136.545538,cool,1039.088,19.90656,19時間54分24秒
佐奈,34.478469,136.538986,cool,1041.813,19.91342,19時間54分48秒
栃原,34.444625,136.509286,cool,1046.325,19.92470,19時間55分29秒
川添,34.419739,136.473218,cool,1050.137,19.93415,19時間56分3秒
三瀬谷,34.394823,136.409183,cool,1054.932,19.94594,19時間56分45秒
滝原,34.360105,136.411976,cool,1058.404,19.95440,19時間57分16秒
阿曽,34.331342,136.411082,cool,1061.394,19.96163,19時間57分42秒
伊勢柏崎,34.299779,136.395394,cool,1065.188,19.97075,19時間58分15秒
大内山,34.278152,136.359284,cool,1068.673,19.97905,19時間58分45秒
梅ヶ谷,34.258098,136.356555,cool,1070.830,19.98417,19時間59分3秒
紀伊長島,34.20937,136.339968,eco,1076.422,19.99730,19時間59分50秒
三野瀬,34.167771,136.282519,eco,1082.710,20.01188,20時間0分43秒
船津(JR),34.142214,136.228763,eco,1087.229,20.02224,20時間1分20秒
相賀,34.111943,136.227099,eco,1090.396,20.02943,20時間1分46秒
尾鷲,34.074304,136.190168,eco,1095.566,20.04106,20時間2分28秒
大曽根浦,34.061901,136.222934,eco,1095.685,20.04132,20時間2分29秒
九鬼,34.016026,136.242703,eco,1099.710,20.05028,20時間3分1秒
三木里,34.001454,136.202518,eco,1102.616,20.05669,20時間3分24秒
賀田,33.971643,136.189747,eco,1106.129,20.06439,20時間3分52秒
二木島,33.939424,136.180882,eco,1109.754,20.07226,20時間4分20秒
新鹿,33.927886,136.144215,eco,1112.228,20.07759,20時間4分39秒
波田須,33.910091,136.138139,eco,1114.271,20.08197,20時間4分55秒
大泊,33.902242,136.11806,heat,1115.785,20.08521,20時間5分7秒
熊野市,33.889656,136.098745,heat,1117.760,20.08940,20時間5分22秒
有井,33.876213,136.085585,heat,1119.607,20.09331,20時間5分36秒
神志山,33.839881,136.062154,heat,1124.168,20.10288,20時間6分10秒
紀伊市木,33.827932,136.055371,heat,1125.635,20.10594,20時間6分21秒
阿田和,33.804806,136.042416,heat,1128.469,20.11180,20時間6分42秒
紀伊井田,33.759801,136.023846,heat,1133.749,20.12263,20時間7分21秒
鵜殿,33.736595,136.015364,heat,1136.433,20.12807,20時間7分41秒
新宮,33.725119,135.994099,cool,1138.365,20.13197,20時間7分55秒
油日,34.889691,136.22953,cool,1010.957,19.83353,19時間50分1秒
甲賀,34.9013,136.212679,cool,1010.417,19.83209,19時間49分56秒
寺庄,34.919078,136.185892,cool,1009.634,19.82999,19時間49分48秒
甲南,34.931804,136.16899,cool,1008.992,19.82828,19時間49分42秒
貴生川,34.952236,136.153806,eco,1007.509,19.82430,19時間49分27秒
三雲,34.983131,136.117777,eco,1005.780,19.81966,19時間49分11秒
甲西,35.000651,136.08236,eco,1005.389,19.81860,19時間49分7秒
石部,35.017685,136.052963,eco,1004.824,19.81708,19時間49分1秒
手原,35.027347,135.999237,heat,1005.965,19.82015,19時間49分13秒
草津(滋賀),35.022913,135.962744,heat,1007.853,19.82522,19時間49分31秒
外城田,34.497641,136.596997,cool,1037.843,19.90341,19時間54分12秒
田丸,34.488543,136.63402,cool,1037.521,19.90259,19時間54分9秒
宮川,34.503252,136.672506,cool,1034.697,19.89542,19時間53分44秒
山田上口,34.49581,136.694246,cool,1034.735,19.89552,19時間53分44秒
伊勢市,34.49126,136.709661,eco,1034.688,19.89540,19時間53分43秒
五十鈴ヶ丘,34.495884,136.739797,eco,1033.202,19.89161,19時間53分30秒
二見浦,34.503753,136.77713,eco,1031.146,19.88634,19時間53分11秒
松下,34.496201,136.799134,eco,1031.202,19.88649,19時間53分11秒
池の浦シーサイド,34.491358,136.813691,unknown,1031.226,19.88655,19時間53分12秒
鳥羽,34.486516,136.84279,cool,1030.775,19.88539,19時間53分7秒
上ノ庄,34.597996,136.499273,cool,1030.901,19.88571,19時間53分9秒
権現前,34.617691,136.482202,cool,1029.480,19.88206,19時間52分55秒
伊勢八太,34.647523,136.446916,cool,1027.671,19.87740,19時間52分39秒
一志,34.654894,136.436067,cool,1027.302,19.87644,19時間52分35秒
川合高岡,34.656425,136.436692,eco,1027.123,19.87598,19時間52分34秒
井関,34.642493,136.412653,cool,1029.408,19.88188,19時間52分55秒
伊勢大井,34.650013,136.385179,cool,1029.624,19.88243,19時間52分57秒
伊勢川口,34.64767,136.356849,cool,1030.884,19.88567,19時間53分8秒
関ノ宮,34.637693,136.339721,eco,1032.522,19.88987,19時間53分24秒
家城,34.625791,136.319246,eco,1034.479,19.89486,19時間53分42秒
伊勢竹原,34.599785,136.309081,eco,1037.503,19.90255,19時間54分9秒
伊勢鎌倉,34.574023,136.278349,eco,1041.248,19.91200,19時間54分43秒
伊勢八知,34.555355,136.263952,eco,1043.676,19.91809,19時間55分5秒
比津,34.531967,136.270716,heat,1045.818,19.92344,19時間55分24秒
伊勢奥津,34.512155,136.260031,heat,1048.229,19.92943,19時間55分46秒
彦根,35.272216,136.263347,cool,971.057,19.72321,19時間43分24秒
南彦根,35.246097,136.248,cool,974.278,19.73241,19時間43分57秒
河瀬,35.225384,136.225285,cool,977.242,19.74082,19時間44分27秒
稲枝,35.203312,136.194469,cool,980.657,19.75047,19時間45分2秒
能登川,35.179897,136.165987,cool,984.119,19.76019,19時間45分37秒
安土,35.142465,136.1335,cool,989.146,19.77419,19時間46分27秒
近江八幡,35.122765,136.102715,cool,992.328,19.78299,19時間46分59秒
篠原(滋賀),35.099203,136.071679,cool,995.909,19.79284,19時間47分34秒
野洲,35.068509,136.022487,eco,1000.923,19.80652,19時間48分23秒
守山(滋賀),35.050513,135.996037,eco,1003.771,19.81424,19時間48分51秒
栗東,35.037448,135.980083,eco,1005.710,19.81947,19時間49分10秒
南草津,35.003855,135.947362,eco,1010.370,19.83196,19時間49分55秒
瀬田(滋賀),34.987223,135.925673,heat,1012.896,19.83869,19時間50分19秒
石山,34.97987,135.900228,heat,1014.644,19.84332,19時間50分36秒
京阪石山,34.979639,135.899653,heat,1014.690,19.84345,19時間50分36秒
膳所,34.999373,135.880539,heat,1013.482,19.84024,19時間50分25秒
京阪膳所,34.999823,135.880833,heat,1013.425,19.84009,19時間50分24秒
大津,35.002997,135.864651,heat,1013.757,19.84097,19時間50分28秒
山科,34.992636,135.816647,heat,1016.724,19.84882,19時間50分56秒
京都,34.985465,135.757748,heat,1019.825,19.85698,19時間51分25秒
西大路,34.981077,135.731702,heat,1021.323,19.86090,19時間51分39秒
桂川(京都),34.964814,135.710391,heat,1023.811,19.86739,19時間52分3秒
向日町,34.954838,135.709804,cool,1024.826,19.87003,19時間52分12秒
長岡京,34.923483,135.700882,eco,1028.307,19.87904,19時間52分45秒
山崎(京都),34.892257,135.679124,eco,1032.300,19.88930,19時間53分21秒
大山崎,34.891485,135.681637,cool,1032.275,19.88923,19時間53分21秒
島本,34.881337,135.663385,heat,1034.029,19.89372,19時間53分37秒
高槻,34.8512,135.617016,heat,1038.922,19.90614,19時間54分22秒
摂津富田,34.837729,135.59336,heat,1041.231,19.91196,19時間54分43秒
JR総持寺,34.828611,135.577778,heat,1042.777,19.91584,19時間54分57秒
茨木,34.815091,135.56208,heat,1044.765,19.92082,19時間55分15秒
千里丘,34.791502,135.551512,heat,1047.542,19.92773,19時間55分40秒
岸辺,34.776812,135.541613,eco,1049.407,19.93235,19時間55分56秒
吹田(JR),34.763209,135.523642,eco,1051.498,19.93751,19時間56分15秒
東淀川,34.73938,135.503915,cool,1054.676,19.94531,19時間56分43秒
新大阪,34.734136,135.501852,cool,1055.281,19.94679,19時間56分48秒
大阪,34.702398,135.495188,heat,1058.706,19.95513,19時間57分18秒
北新地,34.698323,135.497038,heat,1059.034,19.95592,19時間57分21秒
大阪梅田(阪急電鉄),34.705514,135.498311,eco,1058.268,19.95406,19時間57分15秒
梅田,34.703184,135.497707,eco,1058.524,19.95469,19時間57分17秒
東梅田,34.701031,135.49969,eco,1058.656,19.95501,19時間57分18秒
西梅田,34.699642,135.495802,eco,1058.954,19.95573,19時間57分21秒
塚本,34.71271,135.468843,heat,1058.770,19.95528,19時間57分19秒
尼崎(JR),34.731791,135.431685,eco,1058.422,19.95444,19時間57分16秒
立花,34.737875,135.399571,heat,1059.160,19.95623,19時間57分22秒
甲子園口,34.739052,135.374426,heat,1060.097,19.95850,19時間57分31秒
西宮(JR),34.738985,135.348703,heat,1061.185,19.96113,19時間57分40秒
さくら夙川,34.739079,135.331093,heat,1061.918,19.96289,19時間57分46秒
芦屋(JR),34.734207,135.307102,cool,1063.412,19.96649,19時間57分59秒
甲南山手,34.730616,135.292788,cool,1064.371,19.96879,19時間58分8秒
摂津本山,34.726661,135.27699,cool,1065.431,19.97133,19時間58分17秒
住吉(JR),34.719595,135.261859,eco,1066.769,19.97452,19時間58分28秒
六甲道,34.714945,135.238588,eco,1068.217,19.97797,19時間58分41秒
摩耶,34.708667,135.225167,eco,1069.407,19.98079,19時間58分51秒
灘,34.705918,135.216578,eco,1070.043,19.98230,19時間58分56秒
三ノ宮,34.694766,135.195058,eco,1072.059,19.98707,19時間59分13秒
三宮(神戸三宮),34.693502,135.195104,heat,1072.181,19.98735,19時間59分14秒
三宮・花時計前,34.691618,135.195538,heat,1072.348,19.98775,19時間59分16秒
元町(兵庫),34.689602,135.187401,eco,1072.894,19.98903,19時間59分21秒
神戸(兵庫),34.679453,135.178221,eco,1074.284,19.99230,19時間59分32秒
ハーバーランド,34.678554,135.178657,heat,1074.354,19.99246,19時間59分33秒
大津京,35.024428,135.857268,cool,1011.916,19.83608,19時間50分10秒
京阪大津京,35.02274,135.855521,cool,1012.154,19.83672,19時間50分12秒
唐崎,35.049795,135.866969,cool,1008.995,19.82829,19時間49分42秒
比叡山坂本,35.070403,135.878259,cool,1006.486,19.82155,19時間49分18秒
おごと温泉,35.097425,135.895046,cool,1003.115,19.81246,19時間48分45秒
堅田,35.12094,135.915107,cool,999.963,19.80391,19時間48分14秒
小野(滋賀),35.138832,135.922642,cool,997.876,19.79822,19時間47分54秒
和邇,35.161588,135.922348,cool,995.620,19.79205,19時間47分31秒
蓬莱,35.182594,135.915443,cool,993.807,19.78707,19時間47分13秒
志賀,35.202348,135.924987,cool,991.454,19.78058,19時間46分50秒
比良(滋賀),35.219918,135.944198,cool,988.927,19.77358,19時間46分25秒
近江舞子,35.236342,135.959294,eco,986.681,19.76734,19時間46分2秒
北小松,35.253384,135.970293,eco,984.540,19.76136,19時間45分41秒
近江高島,35.292657,136.010374,eco,979.011,19.74582,19時間44分45秒
安曇川,35.32842,136.019887,eco,975.065,19.73465,19時間44分5秒
新旭,35.355902,136.035796,eco,971.686,19.72501,19時間43分30秒
近江今津,35.396864,136.031882,eco,967.769,19.71378,19時間42分50秒
近江中庄,35.441648,136.038374,heat,963.054,19.70015,19時間42分1秒
マキノ,35.461437,136.05978,heat,960.217,19.69190,19時間41分31秒
永原,35.498857,136.122326,heat,953.962,19.67358,19時間40分25秒
木津(京都),34.735962,135.824794,eco,1042.061,19.91404,19時間54分51秒
平城山,34.710431,135.810252,eco,1045.195,19.92189,19時間55分19秒
奈良,34.680482,135.818935,eco,1047.858,19.92851,19時間55分43秒
郡山(奈良),34.648335,135.790441,eco,1052.206,19.93925,19時間56分21秒
大和小泉,34.622226,135.763488,heat,1055.888,19.94827,19時間56分54秒
法隆寺,34.601377,135.738604,heat,1058.962,19.95575,19時間57分21秒
王寺,34.597448,135.704005,cool,1060.727,19.96002,19時間57分36秒
新王寺,34.597722,135.704337,heat,1060.686,19.95992,19時間57分36秒
三郷(奈良),34.588867,135.687484,cool,1062.243,19.96368,19時間57分49秒
河内堅上,34.574005,135.662956,heat,1064.707,19.96960,19時間58分11秒
高井田(JR),34.57147,135.638645,heat,1065.931,19.97252,19時間58分21秒
柏原(大阪),34.586681,135.62341,heat,1065.020,19.97035,19時間58分13秒
志紀,34.600248,135.615998,heat,1063.962,19.96781,19時間58分4秒
八尾,34.617265,135.597136,heat,1063.023,19.96555,19時間57分56秒
久宝寺,34.622558,135.583988,eco,1063.026,19.96556,19時間57分56秒
加美,34.626888,135.566939,eco,1063.284,19.96618,19時間57分58秒
新加美,34.626861,135.568588,cool,1063.220,19.96603,19時間57分58秒
平野(JR),34.630842,135.551612,eco,1063.513,19.96673,19時間58分0秒
東部市場前,34.638056,135.537802,eco,1063.356,19.96635,19時間57分59秒
天王寺,34.647842,135.513223,heat,1063.386,19.96643,19時間57分59秒
大阪阿部野橋,34.645494,135.515056,heat,1063.545,19.96681,19時間58分1秒
天王寺駅前,34.646202,135.512929,cool,1063.561,19.96685,19時間58分1秒
新今宮,34.650149,135.501076,heat,1063.654,19.96707,19時間58分1秒
動物園前,34.648815,135.504413,cool,1063.650,19.96706,19時間58分1秒
新今宮駅前,34.649529,135.503333,cool,1063.623,19.96700,19時間58分1秒
今宮,34.654156,135.492975,heat,1063.588,19.96691,19時間58分1秒
JR難波,34.666438,135.495265,cool,1062.274,19.96375,19時間57分50秒
兵庫,34.668343,135.164706,eco,1075.955,19.99621,19時間59分46秒
新長田,34.657525,135.145193,cool,1077.854,20.00064,20時間0分2秒
鷹取,34.651667,135.135275,eco,1078.854,20.00297,20時間0分11秒
須磨海浜公園,34.647185,135.126677,eco,1079.664,20.00485,20時間0分17秒
須磨,34.642292,135.112814,eco,1080.740,20.00734,20時間0分26秒
山陽須磨,34.643459,135.112208,heat,1080.651,20.00713,20時間0分26秒
塩屋(兵庫),34.633507,135.083361,eco,1082.870,20.01225,20時間0分44秒
山陽塩屋,34.633579,135.082389,heat,1082.905,20.01233,20時間0分44秒
垂水,34.629252,135.053872,eco,1084.562,20.01614,20時間0分58秒
山陽垂水,34.629468,135.053622,heat,1084.551,20.01612,20時間0分58秒
舞子,34.63302,135.034373,eco,1085.037,20.01723,20時間1分2秒
舞子公園,34.634156,135.033676,heat,1084.956,20.01704,20時間1分1秒
朝霧,34.644196,135.017485,eco,1084.678,20.01641,20時間0分59秒
明石,34.649084,134.992512,eco,1085.288,20.01780,20時間1分4秒
山陽明石,34.648725,134.99294,heat,1085.304,20.01784,20時間1分4秒
西明石,34.66591,134.960151,heat,1085.061,20.01728,20時間1分2秒
大久保(兵庫),34.681914,134.939194,heat,1084.422,20.01582,20時間0分57秒
魚住,34.696401,134.906028,heat,1084.476,20.01594,20時間0分57秒
土山,34.720482,134.888921,heat,1082.892,20.01230,20時間0分44秒
東加古川,34.745857,134.869244,heat,1081.304,20.00864,20時間0分31秒
加古川,34.767666,134.839447,heat,1080.522,20.00683,20時間0分25秒
宝殿,34.784795,134.812158,heat,1080.090,20.00583,20時間0分21秒
曽根(兵庫),34.793304,134.769838,heat,1081.178,20.00835,20時間0分30秒
ひめじ別所,34.805544,134.753309,cool,1080.746,20.00735,20時間0分26秒
御着,34.816944,134.735486,cool,1080.457,20.00668,20時間0分24秒
東姫路,34.824361,134.712472,cool,1080.792,20.00746,20時間0分27秒
姫路,34.827659,134.690769,cool,1081.466,20.00902,20時間0分32秒
山陽姫路,34.828783,134.689263,cool,1081.427,20.00893,20時間0分32秒
手柄山平和公園,34.82325,134.671389,cool,1082.778,20.01204,20時間0分43秒
英賀保,34.813235,134.644762,cool,1084.963,20.01706,20時間1分1秒
はりま勝原,34.810072,134.613856,heat,1086.689,20.02101,20時間1分16秒
網干,34.814096,134.584035,heat,1087.680,20.02327,20時間1分24秒
竜野,34.825522,134.522004,eco,1089.466,20.02732,20時間1分38秒
相生(兵庫),34.818052,134.47341,eco,1092.449,20.03406,20時間2分3秒
有年,34.829263,134.395568,eco,1095.039,20.03988,20時間2分24秒
上郡,34.865845,134.354081,eco,1093.528,20.03649,20時間2分11秒
三石,34.804507,134.275416,eco,1103.092,20.05774,20時間3分28秒
吉永,34.812259,134.204626,eco,1105.747,20.06355,20時間3分49秒
和気,34.797297,134.152787,eco,1109.656,20.07205,20時間4分19秒
熊山,34.783556,134.109433,cool,1113.047,20.07935,20時間4分46秒
万富,34.758256,134.080609,cool,1116.828,20.08742,20時間5分15秒
瀬戸,34.734499,134.041897,cool,1120.943,20.09612,20時間5分46秒
上道(岡山),34.699466,134.020569,heat,1125.279,20.10520,20時間6分19秒
東岡山,34.685633,133.988103,heat,1128.159,20.11116,20時間6分40秒
高島,34.683074,133.95774,heat,1129.877,20.11471,20時間6分53秒
西川原,34.679035,133.937851,heat,1131.227,20.11748,20時間7分3秒
岡山,34.666572,133.918552,heat,1133.341,20.12180,20時間7分18秒
岡山駅前,34.665548,133.920445,eco,1133.345,20.12180,20時間7分18秒
北長瀬,34.652995,133.885325,heat,1136.241,20.12769,20時間7分40秒
庭瀬,34.642858,133.854454,heat,1138.706,20.13265,20時間7分58秒
中庄,34.626493,133.808225,heat,1142.511,20.14026,20時間8分25秒
倉敷,34.602069,133.765675,heat,1146.896,20.14894,20時間8分56秒
倉敷市,34.600997,133.765075,eco,1147.026,20.14919,20時間8分57秒
西阿知,34.58578,133.727876,heat,1150.287,20.15557,20時間9分20秒
新倉敷,34.56509,133.678344,eco,1154.673,20.16407,20時間9分51秒
金光,34.540909,133.620826,eco,1159.787,20.17384,20時間10分26秒
鴨方,34.5273,133.587705,eco,1162.706,20.17936,20時間10分46秒
里庄,34.507905,133.550763,cool,1166.357,20.18619,20時間11分10秒
笠岡,34.504913,133.504705,cool,1168.939,20.19098,20時間11分28秒
大門(広島),34.498462,133.43995,heat,1172.790,20.19806,20時間11分53秒
東福山,34.494949,133.40539,heat,1174.858,20.20183,20時間12分7秒
福山,34.489291,133.361429,heat,1177.605,20.20680,20時間12分24秒
備後赤坂,34.472108,133.305417,heat,1182.038,20.21473,20時間12分53秒
松永,34.450958,133.258532,heat,1186.379,20.22240,20時間13分21秒
東尾道,34.434937,133.233168,cool,1189.153,20.22725,20時間13分38秒
尾道,34.404826,133.192884,cool,1193.991,20.23560,20時間14分8秒
糸崎,34.392429,133.104317,eco,1199.669,20.24524,20時間14分43秒
三原,34.400486,133.083049,eco,1200.021,20.24584,20時間14分45秒
本郷(広島),34.409617,132.987358,eco,1204.127,20.25269,20時間15分10秒
河内,34.469248,132.890113,eco,1203.748,20.25206,20時間15分7秒
入野(広島),34.46067,132.851789,eco,1206.542,20.25668,20時間15分24秒
白市,34.443022,132.83225,eco,1209.178,20.26100,20時間15分40秒
西高屋,34.446139,132.788246,cool,1211.212,20.26431,20時間15分52秒
西条(広島),34.431394,132.743909,cool,1214.895,20.27024,20時間16分13秒
寺家,34.439246,132.722714,cool,1215.305,20.27089,20時間16分15秒
八本松,34.445466,132.688048,cool,1216.581,20.27293,20時間16分23秒
瀬野,34.421994,132.59674,cool,1223.571,20.28391,20時間17分2秒
みどり口,34.422294,132.596248,unknown,1223.571,20.28391,20時間17分2秒
中野東,34.403275,132.578753,cool,1226.224,20.28801,20時間17分17秒
安芸中野,34.391115,132.563291,cool,1228.150,20.29097,20時間17分27秒
海田市,34.372089,132.530542,heat,1231.620,20.29623,20時間17分46秒
向洋,34.376636,132.506191,heat,1232.514,20.29758,20時間17分51秒
天神川,34.389959,132.498311,heat,1231.735,20.29641,20時間17分47秒
広島,34.397446,132.475593,heat,1232.282,20.29723,20時間17分50秒
広島駅,34.396803,132.475138,heat,1232.364,20.29735,20時間17分50秒
新白島,34.408432,132.461134,cool,1232.071,20.29691,20時間17分49秒
横川(広島),34.410173,132.45045,heat,1232.490,20.29754,20時間17分51秒
横川駅,34.409512,132.450496,eco,1232.547,20.29763,20時間17分51秒
西広島,34.397832,132.427979,heat,1234.813,20.30102,20時間18分4秒
広電西広島（己斐）,34.397261,132.428255,eco,1234.849,20.30108,20時間18分4秒
新井口,34.375601,132.391924,heat,1238.758,20.30686,20時間18分25秒
商工センター入口,34.375423,132.391999,heat,1238.770,20.30688,20時間18分25秒
五日市,34.366798,132.367717,heat,1240.858,20.30994,20時間18分36秒
広電五日市,34.366393,132.367856,eco,1240.887,20.30998,20時間18分36秒
廿日市,34.357837,132.335657,heat,1243.398,20.31362,20時間18分49秒
広電廿日市,34.356621,132.336179,eco,1243.479,20.31374,20時間18分49秒
宮内串戸,34.347963,132.323706,heat,1244.932,20.31583,20時間18分57秒
