name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms)
洗足,35.61043,139.694367,cool,841.405,17.91878,17時間55分8秒
大岡山,35.607456,139.685909,heat,841.855,17.92086,17時間55分15秒
奥沢,35.603947,139.672355,heat,842.438,17.92354,17時間55分25秒
池尻大橋,35.650603,139.684319,cool,837.143,17.89909,17時間53分57秒
三軒茶屋,35.643716,139.670156,cool,838.107,17.90355,17時間54分13秒
駒沢大学,35.633471,139.661702,cool,839.356,17.90933,17時間54分34秒
桜新町,35.631666,139.644779,cool,839.806,17.91141,17時間54分41秒
用賀,35.626436,139.633928,cool,840.542,17.91480,17時間54分53秒
二子玉川,35.611788,139.626685,cool,842.257,17.92271,17時間55分22秒
二子新地,35.606994,139.622338,cool,842.848,17.92543,17時間55分32秒
高津(神奈川),35.603248,139.616934,cool,843.341,17.92770,17時間55分40秒
梶が谷,35.593963,139.605885,cool,844.526,17.93314,17時間55分59秒
宮崎台,35.587228,139.591313,cool,845.487,17.93755,17時間56分15秒
宮前平,35.584951,139.581983,cool,845.880,17.93935,17時間56分22秒
鷺沼,35.579762,139.573268,cool,846.583,17.94257,17時間56分33秒
たまプラーザ,35.577427,139.558447,cool,847.069,17.94480,17時間56分41秒
あざみ野,35.568645,139.553462,eco,848.108,17.94955,17時間56分58秒
江田(神奈川),35.558671,139.551518,eco,849.231,17.95468,17時間57分17秒
市が尾,35.551483,139.541496,eco,850.175,17.95898,17時間57分32秒
藤が丘(神奈川),35.543454,139.527655,eco,851.272,17.96398,17時間57分50秒
青葉台,35.542855,139.517376,eco,851.500,17.96502,17時間57分54秒
田奈,35.536204,139.504855,eco,852.428,17.96924,17時間58分9秒
つくし野,35.527559,139.485139,eco,853.690,17.97497,17時間58分30秒
すずかけ台,35.517094,139.481684,heat,854.890,17.98041,17時間58分49秒
南町田グランベリーパーク,35.511502,139.470318,heat,855.686,17.98401,17時間59分2秒
つきみ野,35.510546,139.458651,heat,855.980,17.98534,17時間59分7秒
下神明,35.608704,139.726256,cool,841.137,17.91755,17時間55分3秒
戸越公園,35.608856,139.718159,cool,841.236,17.91800,17時間55分5秒
中延,35.60571,139.712526,cool,841.662,17.91997,17時間55分12秒
荏原町,35.60382,139.707571,cool,841.940,17.92125,17時間55分16秒
旗の台,35.604923,139.702286,cool,841.895,17.92104,17時間55分16秒
北千束,35.606311,139.693303,cool,841.873,17.92094,17時間55分15秒
緑が丘(東京),35.60638,139.679482,heat,842.066,17.92183,17時間55分19秒
九品仏,35.60538,139.660992,heat,842.448,17.92359,17時間55分25秒
尾山台,35.606971,139.653862,heat,842.379,17.92327,17時間55分24秒
等々力,35.608369,139.647938,eco,842.313,17.92297,17時間55分23秒
上野毛,35.611957,139.638917,eco,842.055,17.92178,17時間55分18秒
大崎広小路,35.622244,139.722339,eco,839.706,17.91094,17時間54分39秒
戸越銀座,35.615928,139.714862,eco,840.506,17.91464,17時間54分53秒
戸越,35.614633,139.716495,eco,840.625,17.91519,17時間54分55秒
荏原中延,35.610056,139.712196,eco,841.189,17.91779,17時間55分4秒
長原(東京),35.60219,139.697881,eco,842.259,17.92272,17時間55分22秒
洗足池,35.599648,139.690896,eco,842.639,17.92447,17時間55分28秒
石川台,35.596888,139.685063,heat,843.027,17.92625,17時間55分35秒
雪が谷大塚,35.592038,139.681083,heat,843.617,17.92896,17時間55分44秒
御嶽山,35.585236,139.682473,heat,844.343,17.93230,17時間55分56秒
久が原,35.579499,139.685678,heat,844.926,17.93498,17時間56分6秒
千鳥町,35.572983,139.69142,cool,845.558,17.93788,17時間56分16秒
池上,35.572025,139.702822,cool,845.499,17.93760,17時間56分15秒
蓮沼,35.564173,139.708544,cool,846.279,17.94118,17時間56分28秒
沼部,35.582526,139.67326,eco,844.775,17.93428,17時間56分3秒
鵜の木,35.575452,139.680554,eco,845.445,17.93736,17時間56分14秒
下丸子,35.571397,139.685576,heat,845.817,17.93906,17時間56分21秒
武蔵新田,35.567806,139.692506,heat,846.111,17.94041,17時間56分25秒
矢口渡,35.562462,139.700389,heat,846.584,17.94258,17時間56分33秒
西太子堂,35.644545,139.666382,eco,838.072,17.90339,17時間54分12秒
若林(東京),35.645933,139.659911,eco,838.015,17.90312,17時間54分11秒
松陰神社前,35.643947,139.655211,eco,838.303,17.90446,17時間54分16秒
世田谷,35.643564,139.650945,eco,838.409,17.90495,17時間54分18秒
上町,35.643656,139.646276,eco,838.468,17.90522,17時間54分19秒
宮の坂,35.647508,139.64494,heat,838.066,17.90336,17時間54分12秒
松原(東京),35.660048,139.642,heat,836.735,17.89720,17時間53分50秒
恩田,35.545535,139.492127,cool,851.610,17.96552,17時間57分56秒
こどもの国(神奈川),35.558035,139.486657,cool,850.331,17.95969,17時間57分35秒
新綱島,35.536784,139.636071,eco,850.342,17.95974,17時間57分35秒
泉岳寺,35.638692,139.74002,eco,837.648,17.90143,17時間54分5秒
北品川,35.622458,139.739191,eco,839.443,17.90973,17時間54分35秒
新馬場,35.61762,139.741366,eco,839.944,17.91204,17時間54分43秒
青物横丁,35.609351,139.742958,eco,840.829,17.91613,17時間54分58秒
鮫洲,35.604977,139.742227,eco,841.320,17.91839,17時間55分6秒
立会川,35.598489,139.738886,eco,842.080,17.92189,17時間55分19秒
大森海岸,35.587576,139.73544,heat,843.327,17.92763,17時間55分39秒
平和島,35.57868,139.73491,heat,844.312,17.93216,17時間55分56秒
大森町,35.572431,139.732027,heat,845.039,17.93550,17時間56分8秒
梅屋敷(東京),35.566873,139.728266,heat,845.702,17.93854,17時間56分19秒
京急蒲田,35.560796,139.723681,cool,846.434,17.94189,17時間56分31秒
雑色,35.549725,139.715005,cool,847.773,17.94802,17時間56分53秒
六郷土手,35.540577,139.7076,cool,848.883,17.95309,17時間57分11秒
京急川崎,35.53285,139.700893,cool,849.828,17.95740,17時間57分27秒
鶴見市場,35.517594,139.68642,cool,851.710,17.96597,17時間57分57秒
花月総持寺,35.500358,139.672813,cool,853.799,17.97546,17時間58分32秒
生麦,35.4956,139.6673,cool,854.401,17.97819,17時間58分41秒
子安,35.484556,139.644965,cool,855.940,17.98516,17時間59分7秒
神奈川新町,35.481559,139.640152,cool,856.339,17.98696,17時間59分13秒
神奈川,35.471304,139.627364,cool,857.653,17.99290,17時間59分34秒
戸部,35.456631,139.61956,cool,859.379,18.00068,18時間0分2秒
日ノ出町,35.445524,139.626696,cool,860.491,18.00569,18時間0分20秒
黄金町,35.439694,139.62246,cool,861.193,18.00884,18時間0分32秒
南太田,35.436923,139.613408,cool,861.632,18.01081,18時間0分39秒
井土ヶ谷,35.433895,139.60061,cool,862.155,18.01316,18時間0分47秒
弘明寺(京浜急行電鉄),35.42437,139.596791,cool,863.257,18.01810,18時間1分5秒
上大岡,35.409418,139.596552,heat,864.900,18.02546,18時間1分32秒
屏風浦,35.394176,139.610387,heat,866.366,18.03200,18時間1分55秒
杉田(神奈川),35.383796,139.615734,heat,867.425,18.03673,18時間2分12秒
京急富岡,35.366743,139.629772,heat,869.090,18.04414,18時間2分39秒
能見台,35.360528,139.629233,heat,869.780,18.04720,18時間2分50秒
金沢文庫,35.342966,139.621606,eco,871.819,18.05625,18時間3分22秒
金沢八景,35.331223,139.62018,heat,873.128,18.06204,18時間3分43秒
追浜,35.315461,139.624905,heat,874.789,18.06938,18時間4分10秒
京急田浦,35.300892,139.625252,heat,876.383,18.07640,18時間4分35秒
安針塚,35.286641,139.64292,eco,877.691,18.08215,18時間4分56秒
逸見,35.28048,139.653149,eco,878.221,18.08448,18時間5分4秒
汐入,35.280241,139.662443,heat,878.115,18.08402,18時間5分2秒
横須賀中央,35.27858,139.670217,eco,878.187,18.08433,18時間5分4秒
県立大学,35.269731,139.677033,eco,879.063,18.08818,18時間5分17秒
堀ノ内,35.26322,139.686932,eco,879.639,18.09070,18時間5分27秒
京急大津,35.261068,139.695334,eco,879.758,18.09122,18時間5分28秒
馬堀海岸,35.259651,139.707328,eco,879.748,18.09118,18時間5分28秒
浦賀,35.250933,139.714999,eco,880.600,18.09491,18時間5分42秒
糀谷,35.5545,139.72962,eco,847.042,17.94467,17時間56分41秒
大鳥居,35.552531,139.739356,eco,847.121,17.94503,17時間56分42秒
穴守稲荷,35.550326,139.746669,heat,847.261,17.94568,17時間56分44秒
天空橋,35.548908,139.75423,heat,847.312,17.94591,17時間56分45秒
羽田空港第３ターミナル(京浜急行電鉄),35.544913,139.767217,cool,847.571,17.94709,17時間56分50秒
羽田空港第１・第２ターミナル,35.549809,139.785962,cool,846.776,17.94346,17時間56分36秒
羽田空港第１ターミナル,35.549163,139.784653,cool,846.865,17.94386,17時間56分38秒
羽田空港第２ターミナル,35.550734,139.787979,cool,846.647,17.94286,17時間56分34秒
港町,35.535014,139.712578,cool,849.423,17.95555,17時間57分20秒
鈴木町,35.53535,139.720655,heat,849.272,17.95486,17時間57分18秒
川崎大師,35.535711,139.725946,heat,849.158,17.95434,17時間57分16秒
東門前,35.536566,139.734298,eco,848.946,17.95338,17時間57分12秒
大師橋,35.536611,139.740381,eco,848.856,17.95296,17時間57分11秒
小島新田,35.534798,139.747575,eco,848.955,17.95342,17時間57分12秒
六浦,35.32269,139.611532,eco,874.191,18.06674,18時間4分0秒
神武寺,35.306233,139.592947,cool,876.271,18.07591,18時間4分33秒
逗子・葉山,35.294189,139.580359,cool,877.780,18.08255,18時間4分57秒
新大津,35.257013,139.69016,eco,880.276,18.09349,18時間5分37秒
北久里浜,35.249355,139.686368,eco,881.170,18.09741,18時間5分51秒
ＹＲＰ野比,35.212229,139.685068,cool,885.268,18.11528,18時間6分55秒
京急長沢,35.20548,139.674048,cool,886.163,18.11917,18時間7分9秒
津久井浜,35.198419,139.665279,cool,887.062,18.12307,18時間7分23秒
三浦海岸,35.188084,139.653138,heat,888.368,18.12873,18時間7分43秒
三崎口,35.177515,139.633207,heat,889.813,18.13498,18時間8分6秒
田原町(東京),35.709897,139.790897,eco,829.114,17.86169,17時間51分42秒
稲荷町(東京),35.711273,139.782593,eco,829.078,17.86152,17時間51分41秒
末広町(東京),35.702972,139.771713,heat,830.142,17.86650,17時間51分59秒
日本橋(東京),35.682078,139.773516,heat,832.412,17.87710,17時間52分38秒
京橋(東京),35.676856,139.770126,cool,833.033,17.87999,17時間52分48秒
宝町,35.675461,139.771767,cool,833.164,17.88060,17時間52分50秒
銀座,35.671989,139.763965,cool,833.654,17.88288,17時間52分58秒
虎ノ門,35.670236,139.749832,cool,834.045,17.88470,17時間53分5秒
溜池山王,35.673621,139.741419,cool,833.793,17.88353,17時間53分1秒
赤坂見附,35.677021,139.737047,cool,833.482,17.88208,17時間52分55秒
永田町,35.678757,139.740258,heat,833.245,17.88098,17時間52分52秒
青山一丁目,35.672765,139.724159,cool,834.133,17.88511,17時間53分6秒
外苑前,35.670527,139.717857,cool,834.469,17.88667,17時間53分12秒
表参道,35.665247,139.712314,cool,835.129,17.88974,17時間53分23秒
新大塚,35.72569,139.729971,eco,828.240,17.85760,17時間51分27秒
茗荷谷,35.716989,139.737184,eco,829.091,17.86159,17時間51分42秒
後楽園,35.707898,139.751864,eco,829.880,17.86528,17時間51分55秒
本郷三丁目,35.706671,139.759914,eco,829.901,17.86537,17時間51分55秒
淡路町,35.694959,139.767458,eco,831.082,17.87089,17時間52分15秒
小川町(東京),35.695178,139.766872,heat,831.066,17.87082,17時間52分15秒
大手町(東京),35.686564,139.7662,heat,832.022,17.87528,17時間52分31秒
霞ケ関,35.673838,139.750899,heat,833.635,17.88279,17時間52分58秒
国会議事堂前,35.67393,139.745219,cool,833.705,17.88312,17時間52分59秒
四谷三丁目,35.687958,139.720103,cool,832.524,17.87762,17時間52分39秒
新宿御苑前,35.688588,139.71069,cool,832.590,17.87793,17時間52分41秒
新宿三丁目,35.690847,139.704895,cool,832.427,17.87717,17時間52分38秒
西新宿,35.694298,139.692778,heat,832.225,17.87623,17時間52分34秒
中野坂上,35.69792,139.68291,heat,831.973,17.87505,17時間52分30秒
新中野,35.697491,139.66903,heat,832.225,17.87623,17時間52分34秒
東高円寺,35.697802,139.657822,heat,832.358,17.87685,17時間52分37秒
新高円寺,35.697985,139.648068,heat,832.484,17.87743,17時間52分39秒
南阿佐ケ谷,35.699624,139.63576,heat,832.490,17.87746,17時間52分39秒
中野新橋,35.692123,139.673997,heat,832.740,17.87863,17時間52分43秒
中野富士見町,35.690514,139.666933,heat,833.021,17.87994,17時間52分48秒
方南町,35.683496,139.656498,heat,833.947,17.88425,17時間53分3秒
三ノ輪,35.729623,139.791485,eco,826.939,17.85150,17時間51分5秒
入谷(東京),35.719862,139.783924,eco,828.116,17.85702,17時間51分25秒
小伝馬町,35.690737,139.778433,eco,831.392,17.87234,17時間52分20秒
人形町,35.686307,139.782285,eco,831.826,17.87437,17時間52分28秒
茅場町,35.679752,139.780005,heat,832.577,17.87787,17時間52分40秒
築地,35.668115,139.772603,heat,833.959,17.88430,17時間53分3秒
東銀座,35.669464,139.767253,heat,833.885,17.88396,17時間53分2秒
日比谷,35.67459,139.76017,heat,833.421,17.88180,17時間52分54秒
虎ノ門ヒルズ,35.667409,139.747758,cool,834.385,17.88628,17時間53分11秒
神谷町,35.662978,139.745069,cool,834.910,17.88872,17時間53分19秒
六本木,35.662836,139.731443,cool,835.119,17.88970,17時間53分23秒
広尾,35.652279,139.722202,cool,836.410,17.89569,17時間53分44秒
落合(東京),35.710976,139.687284,eco,830.476,17.86806,17時間52分5秒
早稲田(東京メトロ),35.705723,139.721319,eco,830.556,17.86844,17時間52分6秒
神楽坂,35.70379,139.734546,eco,830.578,17.86854,17時間52分7秒
九段下,35.695589,139.751948,eco,831.231,17.87159,17時間52分18秒
竹橋,35.690662,139.756817,eco,831.703,17.87379,17時間52分26秒
門前仲町,35.671851,139.796209,heat,833.222,17.88087,17時間52分51秒
木場,35.669351,139.807042,heat,833.349,17.88146,17時間52分53秒
東陽町,35.669629,139.817596,heat,833.175,17.88065,17時間52分50秒
南砂町,35.668796,139.83065,cool,833.090,17.88026,17時間52分49秒
西葛西,35.664631,139.859259,cool,833.168,17.88062,17時間52分50秒
葛西,35.663554,139.872458,cool,833.113,17.88036,17時間52分49秒
浦安(千葉),35.665932,139.893193,eco,832.583,17.87789,17時間52分40秒
南行徳,35.672687,139.902311,eco,831.722,17.87388,17時間52分26秒
行徳,35.682686,139.914254,eco,830.469,17.86803,17時間52分5秒
妙典,35.690935,139.924209,cool,829.434,17.86319,17時間51分47秒
原木中山,35.703517,139.942029,cool,827.825,17.85566,17時間51分20秒
北綾瀬,35.777117,139.832035,eco,821.162,17.82429,17時間49分27秒
千駄木,35.725549,139.763243,eco,827.781,17.85545,17時間51分20秒
根津,35.7174,139.765655,eco,828.642,17.85948,17時間51分34秒
湯島,35.708243,139.769916,eco,829.588,17.86391,17時間51分50秒
二重橋前,35.681071,139.761948,heat,832.685,17.87837,17時間52分42秒
赤坂(東京),35.67323,139.738348,heat,833.879,17.88393,17時間53分2秒
乃木坂,35.666572,139.726215,cool,834.784,17.88814,17時間53分17秒
平和台(東京),35.757863,139.653762,eco,825.834,17.84631,17時間50分47秒
氷川台,35.74955,139.665567,eco,826.568,17.84976,17時間50分59秒
千川,35.738229,139.689271,eco,827.457,17.85393,17時間51分14秒
要町,35.73323,139.698715,eco,827.866,17.85585,17時間51分21秒
東池袋,35.725732,139.719546,eco,828.385,17.85828,17時間51分30秒
東池袋四丁目,35.72528,139.720012,heat,828.428,17.85848,17時間51分31秒
護国寺,35.719044,139.72754,eco,829.004,17.86118,17時間51分40秒
江戸川橋,35.709495,139.733538,eco,829.966,17.86568,17時間51分56秒
麹町,35.684006,139.737613,heat,832.707,17.87847,17時間52分43秒
桜田門,35.677405,139.75149,heat,833.235,17.88093,17時間52分51秒
銀座一丁目,35.67435,139.767045,heat,833.352,17.88148,17時間52分53秒
新富町(東京),35.670462,139.773711,cool,833.686,17.88303,17時間52分59秒
月島,35.664871,139.784233,cool,834.154,17.88521,17時間53分7秒
豊洲,35.654908,139.79621,cool,835.084,17.88953,17時間53分22秒
辰巳,35.645576,139.81052,cool,835.915,17.89339,17時間53分36秒
半蔵門,35.685703,139.74163,eco,832.463,17.87734,17時間52分38秒
神保町,35.695966,139.757606,heat,831.110,17.87102,17時間52分16秒
水天宮前,35.682683,139.785377,heat,832.181,17.87602,17時間52分34秒
清澄白河,35.682105,139.798851,cool,832.059,17.87545,17時間52分32秒
住吉(東京),35.689073,139.815681,cool,831.063,17.87080,17時間52分15秒
赤羽岩淵,35.783417,139.722103,cool,822.018,17.82834,17時間49分42秒
志茂,35.777948,139.732599,cool,822.466,17.83045,17時間49分50秒
王子神谷,35.765172,139.735933,cool,823.820,17.83683,17時間50分13秒
西ケ原,35.746008,139.742322,cool,825.832,17.84630,17時間50分47秒
本駒込,35.724155,139.753828,cool,828.067,17.85679,17時間51分24秒
東大前,35.717633,139.758025,cool,828.724,17.85987,17時間51分36秒
六本木一丁目,35.665595,139.739,eco,834.708,17.88779,17時間53分16秒
麻布十番,35.654682,139.737051,eco,835.934,17.89348,17時間53分37秒
白金高輪,35.642903,139.734104,eco,837.270,17.89967,17時間53分59秒
白金台,35.637917,139.726133,eco,837.931,17.90274,17時間54分10秒
雑司が谷,35.720233,139.714795,heat,829.058,17.86143,17時間51分41秒
鬼子母神前,35.720403,139.714916,heat,829.037,17.86133,17時間51分41秒
西早稲田,35.708242,139.709101,heat,830.456,17.86797,17時間52分5秒
東新宿,35.698915,139.707593,heat,831.502,17.87285,17時間52分22秒
北参道,35.678459,139.705453,heat,833.778,17.88346,17時間53分0秒
平沼橋,35.460355,139.616897,eco,859.010,17.99902,17時間59分56秒
西横浜,35.453437,139.608745,eco,859.890,18.00298,18時間0分11秒
天王町,35.453984,139.602554,eco,859.923,18.00313,18時間0分11秒
星川(神奈川),35.458634,139.594816,eco,859.529,18.00136,18時間0分5秒
和田町,35.463597,139.586786,eco,859.107,17.99946,17時間59分58秒
上星川,35.467694,139.580078,eco,858.759,17.99789,17時間59分52秒
西谷,35.478092,139.565721,eco,857.839,17.99374,17時間59分37秒
鶴ヶ峰,35.475031,139.549586,eco,858.423,17.99638,17時間59分47秒
二俣川,35.463335,139.532207,eco,859.974,18.00336,18時間0分12秒
希望ヶ丘,35.460399,139.5143,cool,860.577,18.00607,18時間0分22秒
三ツ境,35.467779,139.502662,cool,859.953,18.00327,18時間0分12秒
瀬谷,35.470412,139.482574,cool,859.985,18.00341,18時間0分12秒
相模大塚,35.470666,139.441232,cool,860.626,18.00629,18時間0分23秒
さがみ野,35.471485,139.429055,heat,860.737,18.00679,18時間0分24秒
かしわ台,35.466744,139.415851,heat,861.473,18.01010,18時間0分36秒
南万騎が原,35.452522,139.526344,eco,861.250,18.00910,18時間0分33秒
緑園都市,35.439502,139.521841,eco,862.747,18.01582,18時間0分57秒
弥生台,35.429933,139.506615,eco,864.034,18.02158,18時間1分18秒
いずみ野,35.429434,139.495135,cool,864.270,18.02264,18時間1分22秒
いずみ中央,35.415385,139.48727,cool,865.933,18.03007,18時間1分48秒
ゆめが丘,35.405436,139.482192,cool,867.102,18.03529,18時間2分7秒
羽沢横浜国大,35.481206,139.586102,eco,857.187,17.99080,17時間59分27秒
伊奈,34.802857,137.354743,cool,981.626,18.50547,18時間30分20秒
小田渕,34.814739,137.34559,cool,980.657,18.50184,18時間30分7秒
国府(愛知),34.83752,137.328101,cool,978.803,18.49488,18時間29分42秒
御油,34.846113,137.321443,cool,978.106,18.49225,18時間29分32秒
名電赤坂,34.859331,137.311152,cool,977.038,18.48823,18時間29分18秒
名電長沢,34.871623,137.288298,cool,976.456,18.48603,18時間29分10秒
本宿(愛知),34.893025,137.260014,cool,975.097,18.48089,18時間28分51秒
名電山中,34.899474,137.242829,cool,974.960,18.48037,18時間28分49秒
藤川,34.913304,137.218428,cool,974.283,18.47781,18時間28分40秒
美合,34.923763,137.196317,cool,973.890,18.47632,18時間28分35秒
男川,34.937461,137.183296,cool,972.876,18.47247,18時間28分21秒
東岡崎,34.951904,137.167333,cool,971.881,18.46869,18時間28分7秒
岡崎公園前,34.954984,137.153309,cool,972.009,18.46917,18時間28分9秒
中岡崎,34.956231,137.152723,cool,971.898,18.46875,18時間28分8秒
矢作橋,34.961149,137.139957,cool,971.796,18.46836,18時間28分6秒
宇頭,34.971367,137.118103,cool,971.439,18.46700,18時間28分1秒
新安城,34.986885,137.085443,eco,970.887,18.46490,18時間27分54秒
牛田(愛知),34.999294,137.060946,eco,970.400,18.46304,18時間27分47秒
知立,35.006198,137.039628,eco,970.386,18.46299,18時間27分47秒
一ツ木,35.01367,137.02551,eco,970.078,18.46181,18時間27分43秒
富士松,35.029759,137.016508,eco,968.709,18.45658,18時間27分24秒
豊明,35.041127,137.008161,eco,967.810,18.45314,18時間27分11秒
前後,35.05227,136.995665,eco,967.074,18.45031,18時間27分1秒
中京競馬場前,35.061302,136.98158,eco,966.611,18.44854,18時間26分55秒
有松,35.067687,136.971084,eco,966.303,18.44735,18時間26分50秒
左京山,35.070553,136.960301,eco,966.370,18.44761,18時間26分51秒
鳴海,35.079149,136.950096,eco,965.826,18.44552,18時間26分44秒
本星崎,35.087392,136.937378,heat,965.406,18.44390,18時間26分38秒
本笠寺,35.099199,136.933409,heat,964.322,18.43973,18時間26分23秒
桜(愛知),35.106062,136.934586,heat,963.574,18.43684,18時間26分13秒
呼続,35.114722,136.930387,heat,962.824,18.43395,18時間26分2秒
堀田(名古屋鉄道),35.120251,136.919839,heat,962.613,18.43313,18時間25分59秒
神宮前,35.125857,136.912485,heat,962.286,18.43187,18時間25分55秒
山王(愛知),35.15233,136.888461,heat,960.383,18.42450,18時間25分28秒
栄生,35.183687,136.873051,heat,957.690,18.41402,18時間24分50秒
東枇杷島,35.189808,136.870168,heat,957.160,18.41196,18時間24分43秒
西枇杷島,35.195015,136.865685,heat,956.780,18.41047,18時間24分38秒
二ツ杁,35.194646,136.859583,heat,957.030,18.41145,18時間24分41秒
新川橋,35.195701,136.851989,heat,957.186,18.41206,18時間24分43秒
須ヶ口,35.198684,136.846229,heat,957.080,18.41164,18時間24分42秒
丸ノ内,35.204742,136.841927,heat,956.608,18.40980,18時間24分35秒
新清洲,35.211249,136.835607,heat,956.160,18.40805,18時間24分29秒
大里,35.226216,136.818428,heat,955.227,18.40440,18時間24分16秒
奥田,35.235412,136.810917,heat,954.548,18.40174,18時間24分6秒
国府宮,35.254218,136.802963,heat,952.901,18.39528,18時間23分43秒
島氏永,35.270777,136.800987,heat,951.274,18.38888,18時間23分20秒
妙興寺,35.287178,136.798231,heat,949.693,18.38265,18時間22分58秒
今伊勢,35.31836,136.789273,heat,946.820,18.37128,18時間22分17秒
石刀,35.326204,136.785407,heat,946.156,18.36864,18時間22分7秒
新木曽川,35.342047,136.779421,heat,944.750,18.36305,18時間21分47秒
黒田(愛知),35.350213,136.777502,heat,943.984,18.36000,18時間21分36秒
木曽川堤,35.365067,136.770486,heat,942.718,18.35495,18時間21分18秒
笠松,35.37466,136.764664,heat,941.948,18.35188,18時間21分7秒
岐南,35.389716,136.769165,heat,940.249,18.34508,18時間20分42秒
茶所,35.402048,136.768917,cool,939.000,18.34007,18時間20分24秒
加納(岐阜),35.405209,136.765984,eco,938.783,18.33919,18時間20分21秒
名鉄岐阜,35.411136,136.760066,eco,938.392,18.33762,18時間20分15秒
八幡(愛知),34.82916,137.352113,heat,978.947,18.49542,18時間29分44秒
諏訪町,34.823464,137.370479,heat,978.988,18.49557,18時間29分44秒
稲荷口,34.818435,137.387703,cool,978.996,18.49560,18時間29分44秒
北安城,34.964677,137.092146,heat,972.975,18.47285,18時間28分22秒
南安城,34.951976,137.092457,heat,974.285,18.47782,18時間28分40秒
碧海古井,34.93723,137.090863,heat,975.869,18.48381,18時間29分2秒
堀内公園,34.927834,137.089636,heat,976.885,18.48765,18時間29分16秒
桜井(愛知),34.917477,137.088345,heat,978.003,18.49187,18時間29分31秒
南桜井(愛知),34.906302,137.07721,heat,979.526,18.49760,18時間29分51秒
米津,34.892822,137.060993,cool,981.453,18.50482,18時間30分17秒
桜町前,34.880107,137.062444,cool,982.727,18.50959,18時間30分35秒
西尾口,34.870647,137.062661,cool,983.703,18.51323,18時間30分48秒
西尾,34.863917,137.057789,cool,984.561,18.51643,18時間30分59秒
福地,34.844663,137.048579,eco,986.860,18.52497,18時間31分30秒
上横須賀,34.829941,137.071883,eco,987.638,18.52786,18時間31分40秒
吉良吉田,34.794043,137.071017,eco,991.402,18.54175,18時間32分30秒
三河鳥羽,34.793214,137.104984,heat,990.401,18.53807,18時間32分17秒
西幡豆,34.792431,137.121271,heat,989.964,18.53646,18時間32分11秒
東幡豆,34.789693,137.145645,heat,989.476,18.53465,18時間32分5秒
こどもの国(愛知),34.788791,137.162721,heat,989.031,18.53301,18時間31分59秒
西浦,34.79003,137.178617,cool,988.402,18.53069,18時間31分50秒
形原,34.798607,137.184594,cool,987.319,18.52668,18時間31分36秒
三河鹿島,34.813313,137.189687,cool,985.623,18.52038,18時間31分13秒
碧南,34.874041,136.985613,heat,985.867,18.52129,18時間31分17秒
碧南中央,34.887395,136.989476,heat,984.355,18.51566,18時間30分56秒
新川町(愛知),34.896619,136.990312,heat,983.371,18.51199,18時間30分43秒
北新川,34.906018,136.992475,heat,982.325,18.50809,18時間30分29秒
高浜港,34.921536,136.989391,heat,980.818,18.50244,18時間30分9秒
三河高浜,34.930796,136.989954,heat,979.840,18.49878,18時間29分56秒
吉浜(愛知),34.946327,136.98919,heat,978.256,18.49282,18時間29分34秒
小垣江,34.9639,136.995455,heat,976.228,18.48517,18時間29分7秒
刈谷市,34.984803,136.993844,heat,974.117,18.47718,18時間28分38秒
重原,34.994824,137.023727,heat,972.089,18.46948,18時間28分10秒
三河知立,35.005741,137.0555,cool,969.911,18.46117,18時間27分40秒
三河八橋,35.010913,137.077147,cool,968.664,18.45641,18時間27分23秒
若林(愛知),35.026284,137.095851,cool,966.457,18.44795,18時間26分53秒
竹村,35.040067,137.11476,cool,964.410,18.44007,18時間26分24秒
土橋(愛知),35.058179,137.129572,cool,962.047,18.43094,18時間25分51秒
上挙母,35.071854,137.154453,cool,959.818,18.42230,18時間25分20秒
豊田市,35.087305,137.156227,cool,958.155,18.41583,18時間24分57秒
梅坪,35.099654,137.162206,eco,956.679,18.41008,18時間24分36秒
越戸,35.10769,137.180178,eco,955.261,18.40454,18時間24分16秒
平戸橋,35.114628,137.184725,eco,954.393,18.40114,18時間24分4秒
猿投,35.122613,137.178739,eco,953.757,18.39864,18時間23分55秒
上豊田,35.116168,137.15535,heat,955.186,18.40424,18時間24分15秒
浄水,35.121298,137.137186,heat,955.246,18.40448,18時間24分16秒
三好ヶ丘,35.126918,137.111219,cool,955.514,18.40553,18時間24分20秒
黒笹,35.127681,137.091365,cool,956.089,18.40777,18時間24分28秒
米野木,35.123728,137.06702,cool,957.304,18.41252,18時間24分45秒
日進(愛知),35.118378,137.04878,eco,958.463,18.41703,18時間25分1秒
赤池(愛知),35.121097,137.017978,eco,959.210,18.41994,18時間25分12秒
常滑,34.891167,136.834992,eco,989.129,18.53337,18時間32分0秒
りんくう常滑,34.87967,136.828164,cool,990.547,18.53861,18時間32分19秒
中部国際空港,34.859262,136.816382,eco,993.053,18.54782,18時間32分52秒
豊田本町,35.113586,136.910877,heat,963.606,18.43697,18時間26分13秒
道徳,35.105712,136.909409,heat,964.467,18.44029,18時間26分25秒
大江(愛知),35.093258,136.912758,heat,965.637,18.44479,18時間26分41秒
大同町,35.080268,136.909314,heat,967.094,18.45039,18時間27分1秒
柴田,35.072774,136.909126,heat,967.873,18.45338,18時間27分12秒
名和(愛知),35.060914,136.911709,heat,969.008,18.45772,18時間27分28秒
聚楽園,35.042857,136.90304,heat,971.166,18.46596,18時間27分57秒
