name,name_kana,lat,lng,radius,pt,coordinates
中津川,なかつがわ,35.50036,137.502867,0,1,"[[137.48184, 35.550719], [137.446797, 35.564112], [137.490539, 35.455134], [137.619251, 35.389686], [137.634741, 35.382925], [137.634741, 35.382927], [137.48184, 35.550719]]"
南木曽,なぎそ,35.598896,137.608672,0,1,"[[137.688844, 35.607675], [137.572339, 35.629956], [137.587931, 35.542205], [137.665375, 35.459661], [137.670711, 35.467225], [137.722057, 35.586117], [137.688844, 35.607675]]"
上松,あげまつ,35.784068,137.693283,0,1,"[[137.742539, 35.813747], [137.497986, 35.81435], [137.620672, 35.75122], [137.658325, 35.740233], [137.659495, 35.740254], [137.783246, 35.791215], [137.742539, 35.813747]]"
木曽福島,きそふくしま,35.843669,137.69343,0,1,"[[137.466571, 35.824896], [137.464251, 35.85236], [137.46577, 35.858551], [137.552885, 36.082506], [137.642484, 35.988293], [137.742539, 35.813747], [137.497986, 35.81435], [137.466571, 35.824896]]"
豊橋,とよはし,34.762734,137.382128,0,1,"[[137.382946, 34.763029], [137.376755, 34.768458], [137.33972, 34.745438], [137.344297, 34.74538], [137.371877, 34.75013], [137.377528, 34.752558], [137.379713, 34.754303], [137.382946, 34.763029]]"
米原,まいばら,35.314657,136.289992,0,1,"[[136.242447, 35.314922], [136.235158, 35.319498], [136.315927, 35.328098], [136.323358, 35.296594], [136.242447, 35.314922]]"
三島,みしま,35.126253,138.911133,0,1,"[[138.950682, 35.150463], [138.928139, 35.149544], [138.904342, 35.136444], [138.902513, 35.122677], [138.91697, 35.12282], [138.939731, 35.139328], [138.950505, 35.149858], [138.950682, 35.150463]]"
静岡,しずおか,34.971629,138.388579,0,1,"[[138.395174, 34.971816], [138.389965, 34.974267], [138.363102, 34.966863], [138.423498, 34.918516], [138.427919, 34.915949], [138.39816, 34.968638], [138.395174, 34.971816]]"
掛川,かけがわ,34.769463,138.014937,0,1,"[[138.03427, 34.618527], [138.004275, 34.711398], [138.009699, 34.808536], [138.012324, 34.829553], [138.028283, 34.84907], [138.048904, 34.833308], [138.05287, 34.828182], [138.056147, 34.823579], [138.056541, 34.822971], [138.03427, 34.618527]]"
浜松,はままつ,34.703866,137.734759,0,1,"[[137.787018, 34.608726], [137.813247, 34.336779], [137.815309, 34.298121], [137.733255, 34.705382], [137.738768, 34.708304], [137.744597, 34.709582], [137.757601, 34.708374], [137.787018, 34.608726]]"
三河安城,みかわあんじょう,34.96968,137.060918,0,1,"[[137.068833, 34.98448], [137.057086, 34.984491], [137.034506, 34.933685], [137.035853, 34.931227], [137.042776, 34.931233], [137.053915, 34.934097], [137.057808, 34.936768], [137.066704, 34.944978], [137.076997, 34.972842], [137.068833, 34.98448]]"
京都,きょうと,34.985465,135.757748,0,1,"[[135.761906, 34.989727], [135.751517, 34.991785], [135.750463, 34.987145], [135.756369, 34.981564], [135.763899, 34.983817], [135.764023, 34.984183], [135.761906, 34.989727]]"
新大阪,しんおおさか,34.734136,135.501852,0,1,"[[135.500436, 34.737721], [135.492319, 34.733782], [135.502356, 34.729433], [135.504617, 34.728807], [135.506967, 34.735151], [135.500436, 34.737721]]"
新富士(静岡),しんふじ,35.142,138.6633,0,1,"[[138.641425, 35.116718], [138.641235, 35.12637], [138.669127, 35.161834], [138.67218, 35.157539], [138.683227, 35.138788], [138.689834, 34.997467], [138.641425, 35.116718]]"
岐阜羽島,ぎふはしま,35.3158,136.6855,0,1,"[[136.689429, 35.326777], [136.666203, 35.250394], [136.643337, 35.270814], [136.641681, 35.285582], [136.641496, 35.30855], [136.643878, 35.327431], [136.645476, 35.332128], [136.678183, 35.353459], [136.689429, 35.326777]]"
